gtypes created on 2023-07-11 18:23:06
LOC1, LOC2, LOC3, LOC4, LOC5, LOC6, LOC7, LOC8, LOC9, LOC10, LOC11, LOC12, LOC13, LOC14, LOC15, LOC16, LOC17, LOC18, LOC19, LOC20, LOC21, LOC22, LOC23, LOC24, LOC25, LOC26, LOC27, LOC28, LOC29, LOC30, LOC31, LOC32, LOC33, LOC34, LOC35, LOC36, LOC37, LOC38, LOC39, LOC40, LOC41, LOC42, LOC43, LOC44, LOC45, LOC46, LOC47, LOC48, LOC49, LOC50, LOC51, LOC52, LOC53, LOC54, LOC55, LOC56, LOC57, LOC58, LOC59, LOC60, LOC61, LOC62, LOC63, LOC64, LOC65, LOC66, LOC67, LOC68, LOC69, LOC70, LOC71, LOC72, LOC73, LOC74, LOC75, LOC76, LOC77, LOC78, LOC79, LOC80
POP
Default 01_2019_2131 , 0101 0201 0101 0202 0202 0202 0101 0101 0101 0201 0202 0202 0202 0102 0101 0202 0101 0201 0202 0101 0101 0102 0101 0202 0102 0102 0101 0202 0101 0101 0202 0101 0202 0201 0101 0101 0201 0201 0101 0102 0102 0101 0202 0202 0101 0201 0202 0101 0202 0102 0202 0102 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0101 0201 0202 0101 0101 0101 0202 0101 0201 0202 0101 0202 0101 0101 0202 0101 0202 0202
Default 01_2019_2132 , 0101 0201 0101 0101 0101 0202 0101 0101 0101 0201 0202 0202 0202 0101 0101 0202 0102 0202 0202 0102 0101 0102 0201 0201 0101 0101 0101 0202 0101 0202 0202 0101 0202 0202 0101 0101 0101 0201 0202 0202 0102 0101 0101 0202 0101 0202 0202 0101 0202 0202 0202 0101 0202 0101 0101 0202 0201 0202 0101 0102 0101 0101 0101 0101 0202 0101 0101 0102 0202 0101 0101 0202 0101 0202 0101 0101 0101 0101 0201 0202
Default 01_2019_2134 , 0101 0201 0101 0201 0101 0202 0101 0101 0202 0201 0000 0202 0202 0102 0101 0202 0102 0201 0202 0102 0101 0102 0101 0201 0102 0202 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0202 0102 0102 0102 0101 0102 0202 0101 0201 0202 0101 0202 0101 0202 0101 0202 0101 0101 0202 0102 0202 0101 0101 0101 0101 0101 0101 0202 0101 0101 0102 0201 0101 0201 0202 0101 0202 0202 0201 0202 0101 0101 0201
Default 01_2019_2135 , 0101 0201 0101 0201 0201 0202 0101 0101 0201 0201 0202 0202 0202 0102 0101 0202 0102 0201 0202 0102 0101 0102 0201 0201 0102 0102 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0201 0102 0102 0102 0101 0102 0202 0101 0201 0202 0101 0202 0102 0202 0102 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0201 0201 0202 0101 0101 0102 0201 0101 0201 0202 0101 0202 0201 0201 0201 0101 0201 0201
Default 01_2019_2136 , 0101 0101 0101 0201 0202 0202 0101 0101 0202 0202 0202 0202 0202 0102 0101 0202 0102 0201 0202 0202 0102 0201 0201 0202 0102 0102 0101 0202 0101 0102 0202 0101 0202 0101 0101 0101 0201 0201 0102 0101 0102 0101 0202 0202 0101 0102 0202 0102 0101 0102 0201 0102 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0202 0201 0202 0101 0101 0202 0202 0101 0101 0201 0101 0202 0201 0202 0201 0101 0101 0201
Default 01_2019_2137 , 0101 0201 0101 0201 0201 0202 0101 0101 0201 0201 0202 0202 0202 0102 0101 0202 0101 0202 0202 0102 0101 0101 0202 0101 0102 0102 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0201 0102 0102 0102 0101 0102 0202 0101 0201 0202 0101 0202 0102 0202 0102 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0201 0201 0202 0101 0101 0102 0201 0101 0201 0202 0101 0202 0201 0201 0201 0101 0201 0201
Default 01_2019_2138 , 0101 0201 0101 0101 0201 0202 0101 0101 0201 0101 0202 0202 0202 0102 0101 0202 0102 0201 0202 0102 0101 0201 0201 0201 0202 0101 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0201 0101 0102 0101 0101 0102 0202 0101 0101 0202 0101 0101 0102 0202 0102 0202 0101 0101 0202 0101 0202 0101 0102 0101 0101 0201 0201 0202 0101 0101 0202 0201 0101 0201 0202 0101 0202 0101 0201 0201 0101 0101 0201
Default 01_2019_2139 , 0101 0201 0101 0201 0201 0202 0101 0101 0202 0101 0202 0202 0202 0102 0101 0202 0101 0101 0202 0102 0101 0101 0201 0101 0102 0102 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0101 0101 0202 0101 0101 0202 0202 0101 0201 0202 0101 0101 0202 0202 0102 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0202 0202 0202 0101 0101 0101 0101 0101 0101 0202 0101 0202 0201 0202 0202 0101 0101 0201
Default 01_2019_2140 , 0101 0201 0101 0101 0202 0202 0101 0101 0201 0202 0202 0202 0202 0102 0101 0202 0102 0201 0202 0202 0101 0201 0201 0202 0101 0102 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0101 0102 0102 0101 0101 0102 0202 0101 0101 0202 0101 0202 0101 0202 0102 0202 0101 0101 0202 0102 0202 0101 0202 0101 0101 0201 0201 0202 0101 0101 0101 0202 0101 0201 0202 0101 0202 0201 0201 0101 0101 0201 0201
Default 01_2019_2141 , 0101 0201 0101 0101 0101 0202 0101 0101 0201 0201 0202 0202 0202 0102 0101 0202 0101 0201 0202 0202 0101 0102 0101 0202 0102 0101 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0201 0102 0202 0202 0101 0102 0202 0101 0201 0202 0101 0202 0202 0202 0102 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0201 0101 0202 0101 0101 0102 0202 0101 0101 0202 0101 0202 0201 0201 0101 0101 0202 0202
Default 01_2019_2142 , 0101 0201 0101 0101 0201 0202 0101 0101 0201 0101 0202 0202 0202 0102 0101 0202 0102 0202 0202 0102 0101 0202 0202 0201 0202 0102 0101 0202 0101 0101 0202 0101 0202 0201 0101 0101 0202 0202 0202 0102 0102 0101 0101 0202 0101 0202 0202 0101 0202 0102 0202 0102 0202 0101 0101 0202 0102 0202 0101 0202 0101 0101 0201 0201 0202 0101 0101 0101 0201 0101 0202 0202 0101 0202 0201 0201 0202 0101 0202 0201
Default 01_2019_2143 , 0101 0101 0101 0201 0101 0202 0101 0101 0201 0201 0202 0202 0202 0102 0101 0202 0102 0201 0202 0102 0101 0201 0201 0101 0102 0102 0101 0202 0101 0102 0202 0101 0202 0101 0101 0101 0101 0201 0102 0101 0202 0101 0102 0202 0101 0201 0202 0101 0202 0101 0202 0102 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0202 0101 0202 0101 0101 0101 0101 0101 0202 0202 0101 0202 0202 0201 0202 0101 0201 0101
Default 01_2019_2144 , 0101 0202 0101 0201 0101 0202 0101 0101 0202 0201 0202 0202 0202 0101 0101 0202 0102 0201 0202 0102 0102 0201 0201 0202 0102 0102 0101 0202 0101 0202 0202 0101 0202 0101 0101 0101 0101 0201 0102 0102 0202 0101 0102 0202 0101 0201 0202 0102 0101 0102 0201 0102 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0201 0101 0202 0101 0101 0202 0201 0101 0101 0201 0101 0202 0201 0202 0201 0101 0202 0201
Default 01_2019_2145 , 0201 0202 0201 0201 0201 0102 0201 0101 0101 0202 0202 0201 0202 0101 0101 0102 0202 0201 0201 0101 0201 0101 0201 0202 0101 0202 0201 0202 0101 0102 0102 0101 0202 0101 0101 0102 0202 0202 0101 0102 0102 0101 0102 0202 0101 0101 0201 0101 0202 0102 0202 0101 0201 0201 0101 0202 0101 0202 0201 0101 0102 0201 0101 0101 0202 0101 0102 0101 0202 0102 0201 0202 0101 0202 0201 0201 0201 0101 0202 0202
Default 01_2019_2146 , 0101 0202 0101 0202 0201 0202 0101 0101 0201 0101 0202 0202 0202 0202 0101 0202 0202 0101 0202 0202 0101 0101 0201 0201 0102 0102 0101 0202 0101 0101 0202 0101 0202 0201 0101 0101 0202 0201 0102 0202 0102 0101 0102 0202 0101 0202 0202 0101 0202 0102 0202 0102 0202 0101 0101 0202 0101 0202 0101 0101 0101 0101 0202 0201 0202 0101 0101 0101 0201 0101 0101 0202 0101 0202 0201 0201 0101 0101 0201 0202
Default 01_2019_2147 , 0101 0202 0101 0202 0201 0202 0101 0101 0101 0201 0202 0202 0202 0101 0101 0202 0202 0201 0202 0102 0101 0202 0201 0201 0101 0101 0101 0202 0101 0202 0202 0101 0202 0201 0101 0101 0101 0201 0101 0102 0102 0101 0202 0202 0101 0201 0202 0101 0202 0101 0202 0102 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0101 0201 0202 0101 0101 0101 0201 0101 0201 0202 0101 0202 0202 0101 0101 0101 0101 0201
Default 01_2019_2148 , 0101 0201 0101 0201 0201 0202 0101 0101 0101 0201 0000 0202 0202 0102 0101 0202 0102 0202 0202 0101 0101 0201 0201 0201 0102 0202 0101 0202 0101 0102 0202 0101 0202 0202 0101 0101 0101 0202 0101 0101 0202 0101 0102 0202 0101 0101 0202 0101 0202 0102 0202 0101 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0202 0201 0202 0101 0101 0101 0201 0101 0201 0202 0101 0202 0201 0101 0201 0101 0201 0201
Default 01_2019_2149 , 0101 0201 0101 0201 0201 0202 0101 0101 0101 0201 0202 0202 0202 0102 0101 0202 0102 0202 0202 0202 0101 0201 0201 0201 0101 0102 0101 0202 0101 0101 0202 0101 0202 0202 0101 0101 0201 0101 0202 0102 0102 0101 0101 0202 0101 0201 0202 0101 0202 0102 0202 0102 0202 0101 0101 0202 0102 0202 0101 0202 0101 0101 0201 0201 0202 0101 0101 0202 0202 0101 0101 0202 0101 0202 0201 0101 0202 0101 0202 0202
Default 01_2019_2150 , 0101 0101 0101 0201 0201 0202 0101 0101 0201 0101 0000 0202 0202 0102 0101 0202 0102 0101 0202 0102 0101 0101 0201 0202 0102 0202 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0202 0102 0102 0101 0101 0102 0202 0101 0201 0202 0101 0202 0102 0202 0101 0202 0101 0101 0202 0101 0202 0101 0102 0101 0101 0201 0202 0202 0101 0101 0102 0201 0101 0201 0202 0101 0202 0201 0201 0201 0101 0201 0201
Default 01_2019_2151 , 0101 0202 0101 0202 0202 0202 0101 0101 0101 0201 0202 0202 0202 0102 0101 0202 0101 0101 0202 0202 0101 0201 0202 0202 0101 0102 0101 0202 0101 0102 0202 0101 0202 0202 0101 0101 0201 0201 0102 0202 0102 0101 0102 0202 0101 0101 0202 0101 0202 0202 0202 0102 0202 0101 0101 0202 0101 0202 0101 0102 0101 0101 0201 0202 0202 0101 0101 0102 0202 0101 0101 0202 0101 0202 0101 0101 0202 0101 0202 0202
Default 01_2019_2152 , 0101 0201 0101 0101 0202 0202 0101 0101 0202 0101 0202 0202 0202 0102 0101 0202 0101 0201 0202 0102 0101 0201 0201 0201 0102 0102 0101 0202 0101 0202 0202 0101 0202 0202 0101 0101 0202 0202 0101 0102 0101 0101 0202 0202 0101 0201 0202 0101 0202 0202 0202 0102 0202 0101 0101 0202 0102 0202 0101 0202 0101 0101 0201 0202 0202 0101 0101 0202 0201 0101 0202 0202 0101 0202 0201 0202 0201 0101 0201 0201
Default 01_2019_2153 , 0101 0201 0101 0101 0202 0202 0101 0101 0201 0101 0202 0202 0202 0102 0101 0202 0101 0101 0202 0101 0101 0201 0101 0202 0101 0102 0101 0202 0101 0102 0202 0101 0202 0101 0101 0101 0202 0101 0202 0102 0102 0101 0101 0202 0101 0201 0202 0101 0202 0101 0202 0102 0202 0101 0101 0202 0102 0202 0101 0202 0101 0101 0202 0201 0202 0101 0101 0101 0202 0101 0201 0202 0101 0202 0201 0201 0201 0101 0201 0202
Default 01_2019_2154 , 0101 0202 0101 0101 0201 0202 0101 0101 0101 0201 0202 0202 0202 0101 0101 0202 0102 0202 0202 0202 0101 0201 0201 0202 0202 0102 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0101 0102 0102 0202 0101 0102 0202 0101 0201 0202 0101 0202 0102 0202 0102 0202 0101 0101 0202 0202 0202 0101 0102 0101 0101 0201 0201 0202 0101 0101 0202 0201 0101 0201 0202 0101 0202 0101 0101 0201 0101 0202 0201
Default 01_2019_2155 , 0101 0201 0101 0201 0101 0202 0101 0101 0201 0201 0000 0202 0202 0102 0101 0202 0202 0202 0202 0202 0101 0201 0202 0101 0101 0202 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0202 0202 0102 0102 0202 0101 0102 0202 0101 0202 0202 0101 0101 0102 0202 0101 0202 0101 0101 0202 0102 0202 0101 0101 0101 0101 0201 0101 0202 0101 0101 0202 0101 0101 0201 0202 0101 0202 0201 0201 0202 0101 0202 0101
Default 01_2019_2156 , 0101 0201 0101 0201 0101 0202 0101 0101 0201 0101 0202 0202 0202 0202 0101 0202 0102 0201 0202 0101 0101 0101 0101 0201 0102 0101 0101 0202 0101 0101 0202 0101 0202 0201 0101 0101 0202 0201 0202 0202 0102 0101 0101 0202 0101 0201 0202 0101 0202 0202 0202 0102 0202 0101 0101 0202 0202 0202 0101 0102 0101 0101 0201 0101 0202 0101 0101 0101 0201 0101 0202 0202 0101 0202 0202 0201 0202 0101 0201 0201
Default 01_2019_2157 , 0101 0201 0101 0101 0201 0202 0101 0101 0101 0201 0202 0202 0202 0202 0101 0202 0101 0101 0202 0202 0101 0101 0201 0202 0202 0101 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0201 0102 0202 0102 0101 0102 0202 0101 0101 0202 0101 0202 0102 0202 0102 0202 0101 0101 0202 0102 0202 0101 0202 0101 0101 0201 0202 0202 0101 0101 0101 0201 0101 0101 0202 0101 0202 0101 0101 0201 0101 0101 0201
Default 01_2019_2158 , 0101 0201 0101 0201 0202 0202 0101 0101 0202 0201 0000 0202 0202 0202 0101 0202 0101 0202 0202 0102 0101 0101 0101 0201 0101 0202 0101 0202 0101 0202 0202 0101 0202 0202 0101 0101 0201 0101 0202 0202 0202 0101 0101 0202 0101 0101 0202 0101 0101 0202 0202 0102 0202 0101 0101 0202 0202 0202 0101 0102 0101 0101 0201 0201 0202 0101 0101 0101 0201 0101 0201 0202 0101 0202 0202 0202 0201 0101 0201 0201
Default 01_2019_2159 , 0101 0202 0101 0201 0101 0202 0101 0101 0202 0201 0202 0202 0202 0102 0101 0202 0102 0202 0202 0102 0101 0101 0201 0101 0102 0101 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0202 0201 0102 0102 0101 0101 0102 0202 0101 0102 0202 0101 0101 0102 0202 0102 0202 0101 0101 0202 0102 0202 0101 0202 0101 0101 0202 0101 0202 0101 0101 0102 0101 0101 0201 0202 0101 0202 0101 0202 0202 0101 0101 0201
Default 01_2019_2160 , 0101 0201 0101 0201 0201 0202 0101 0101 0202 0101 0202 0202 0202 0202 0101 0202 0102 0201 0202 0102 0101 0201 0201 0202 0102 0202 0101 0202 0101 0102 0202 0101 0202 0202 0101 0101 0201 0202 0202 0102 0102 0101 0101 0202 0101 0202 0202 0101 0202 0102 0202 0101 0202 0101 0101 0202 0202 0202 0101 0202 0101 0101 0201 0201 0202 0101 0101 0202 0201 0101 0201 0202 0101 0202 0202 0201 0201 0101 0201 0201
Default 01_2019_2161 , 0101 0201 0101 0201 0201 0202 0101 0101 0202 0101 0000 0202 0202 0102 0101 0202 0102 0201 0202 0102 0101 0201 0201 0101 0101 0202 0101 0202 0101 0101 0202 0101 0202 0201 0101 0101 0201 0101 0202 0102 0101 0101 0101 0202 0101 0202 0202 0101 0101 0202 0202 0102 0202 0101 0101 0202 0202 0202 0101 0102 0101 0101 0201 0202 0202 0101 0101 0102 0201 0101 0202 0202 0101 0202 0201 0202 0201 0101 0101 0201
Default 01_2019_2162 , 0101 0201 0101 0201 0202 0202 0101 0101 0201 0201 0202 0202 0202 0102 0101 0202 0101 0201 0202 0202 0101 0201 0201 0202 0102 0102 0101 0202 0101 0101 0202 0101 0202 0101 0101 0101 0202 0202 0101 0102 0202 0101 0202 0202 0101 0201 0202 0101 0202 0102 0202 0102 0202 0101 0101 0202 0101 0202 0101 0101 0101 0101 0201 0201 0202 0101 0101 0102 0101 0101 0201 0202 0101 0202 0201 0201 0201 0101 0201 0101
Default 01_2019_2163 , 0101 0101 0101 0101 0201 0202 0101 0101 0201 0201 0000 0202 0202 0102 0101 0202 0101 0202 0202 0101 0101 0201 0201 0201 0202 0101 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0202 0101 0202 0101 0101 0202 0202 0101 0201 0202 0101 0101 0102 0202 0102 0202 0101 0101 0202 0101 0202 0101 0101 0101 0101 0202 0202 0202 0101 0101 0102 0101 0101 0202 0202 0101 0202 0201 0201 0101 0101 0101 0101
Default 01_2019_2164 , 0101 0201 0101 0101 0202 0202 0101 0101 0201 0202 0202 0202 0202 0202 0101 0202 0101 0101 0202 0202 0101 0101 0101 0201 0101 0101 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0201 0102 0102 0202 0101 0102 0202 0101 0201 0202 0101 0202 0102 0202 0102 0202 0101 0101 0202 0101 0202 0101 0202 0101 0101 0201 0202 0202 0101 0101 0101 0201 0101 0101 0202 0101 0202 0201 0201 0201 0101 0202 0201
Default 01_2019_2165 , 0101 0201 0101 0101 0202 0202 0101 0101 0201 0202 0202 0202 0202 0102 0101 0202 0101 0201 0202 0102 0101 0202 0101 0201 0102 0202 0101 0202 0101 0102 0202 0101 0202 0101 0101 0101 0101 0202 0102 0202 0101 0101 0102 0202 0101 0201 0202 0101 0202 0202 0202 0102 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0201 0202 0202 0101 0101 0101 0201 0101 0201 0202 0101 0202 0101 0201 0101 0101 0201 0201
Default 01_2019_2166 , 0101 0201 0101 0201 0202 0202 0101 0101 0101 0202 0202 0202 0202 0202 0101 0202 0102 0101 0202 0202 0101 0201 0202 0201 0102 0102 0101 0202 0101 0202 0202 0101 0202 0201 0101 0101 0101 0201 0102 0101 0102 0101 0102 0202 0101 0201 0202 0101 0202 0101 0202 0102 0202 0101 0101 0202 0102 0202 0101 0202 0101 0101 0201 0201 0202 0101 0101 0102 0202 0101 0101 0202 0101 0202 0201 0101 0101 0101 0202 0202
Default 01_2019_2167 , 0101 0202 0101 0201 0201 0202 0101 0101 0101 0201 0202 0202 0202 0202 0101 0202 0202 0201 0202 0102 0101 0102 0201 0101 0102 0101 0101 0202 0101 0202 0202 0101 0202 0201 0101 0101 0101 0202 0101 0202 0102 0101 0202 0202 0101 0102 0202 0101 0202 0202 0202 0101 0202 0101 0101 0202 0102 0202 0101 0202 0101 0101 0202 0201 0202 0101 0101 0102 0101 0101 0201 0202 0101 0202 0201 0101 0201 0101 0202 0101
Default 01_2019_2168 , 0101 0101 0101 0201 0201 0202 0101 0101 0202 0201 0202 0202 0202 0102 0101 0202 0102 0201 0202 0202 0101 0201 0202 0101 0202 0102 0101 0202 0101 0202 0202 0101 0202 0202 0101 0101 0101 0202 0102 0102 0102 0101 0102 0202 0101 0201 0202 0101 0101 0101 0202 0101 0202 0101 0101 0202 0102 0202 0101 0102 0101 0101 0101 0202 0202 0101 0101 0202 0201 0101 0201 0202 0101 0202 0101 0202 0101 0101 0201 0201
Default 01_2019_2169 , 0101 0201 0101 0201 0202 0202 0101 0101 0101 0201 0000 0202 0202 0102 0101 0202 0102 0202 0202 0102 0101 0201 0101 0201 0102 0101 0101 0202 0101 0202 0202 0101 0202 0201 0101 0101 0201 0101 0202 0202 0102 0101 0101 0202 0101 0201 0202 0102 0101 0202 0202 0102 0202 0101 0101 0202 0101 0202 0101 0202 0101 0101 0101 0201 0202 0101 0101 0102 0201 0101 0201 0202 0101 0202 0201 0101 0202 0101 0201 0201
Default 01_2019_2170 , 0101 0201 0101 0201 0202 0202 0101 0101 0201 0101 0202 0202 0202 0102 0101 0202 0102 0202 0202 0101 0102 0101 0201 0201 0202 0102 0101 0202 0101 0102 0202 0101 0202 0201 0101 0101 0201 0201 0102 0102 0101 0101 0102 0202 0101 0201 0202 0102 0202 0102 0201 0102 0202 0101 0101 0202 0102 0202 0101 0202 0101 0101 0201 0201 0202 0101 0101 0101 0101 0101 0101 0201 0101 0202 0201 0102 0201 0101 0201 0101
Default 01_2019_2171 , 0101 0201 0202 0101 0201 0101 0101 0101 0201 0202 0202 0201 0102 0102 0101 0102 0102 0101 0202 0101 0202 0201 0202 0202 0102 0102 0101 0202 0102 0101 0102 0102 0202 0101 0102 0101 0201 0201 0101 0102 0102 0101 0102 0201 0102 0201 0201 0102 0202 0101 0101 0101 0201 0201 0101 0202 0202 0202 0201 0101 0101 0201 0101 0101 0202 0101 0102 0102 0201 0102 0201 0202 0201 0201 0201 0101 0201 0101 0202 0201
Default 01_2019_2172 , 0101 0201 0202 0101 0201 0101 0101 0101 0201 0000 0202 0101 0202 0102 0101 0102 0102 0101 0202 0101 0202 0202 0202 0202 0102 0102 0101 0202 0102 0101 0102 0202 0202 0101 0102 0101 0101 0101 0101 0102 0202 0101 0102 0201 0101 0201 0201 0102 0202 0101 0101 0101 0202 0201 0101 0202 0202 0202 0101 0101 0101 0101 0101 0101 0202 0101 0102 0102 0101 0102 0201 0202 0202 0202 0201 0101 0201 0101 0202 0101
